Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201603,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,129"
201603,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"9,534"
201603,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,853"
201603,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"5,995"
201603,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"6,135"
201603,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,029"
201603,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"6,053"
201603,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"10,239"
201603,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"10,704"
201603,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"9,368"
201603,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"8,477"
201603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"156,235"
201603,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"133,097"
201603,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"17,450"
201603,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"16,590"
201603,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"13,760"
201603,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"11,503"
201603,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"7,099"
201603,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"5,007"
201603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"27,768"
201603,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"28,319"
201603,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"15,322"
201603,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"15,728"
201603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,693"
201603,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"6,879"
201603,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"61,855"
201603,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"61,551"
201603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"8,401"
201603,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"7,726"
201603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"7,662"
201603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"7,894"
201603,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"21,975"
201603,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"21,710"
201603,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"11,430"
201603,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"9,904"
201603,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"7,136"
201603,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"5,329"
201603,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"6,368"
201603,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"5,518"
201603,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"11,807"
201603,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"13,553"
201603,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,942
201603,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,989
201603,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"2,394"
201603,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"2,409"
201603,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"157,756"
201603,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"158,773"
201603,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,299"
201603,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"8,527"
201603,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"8,364"
201603,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"141,992"
201603,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"142,567"
201603,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,29
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"3,335"
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"3,315"
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,146
201603,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"5,995"
201603,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"5,538"
201603,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"5,186"
201603,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"5,405"
201603,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"8,865"
201603,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"8,729"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"26,087"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"31,435"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,169
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"248,521"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"263,407"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,114
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"327,187"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"319,873"
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,39
201603,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"67,286"
201603,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"71,388"
201603,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"7,593"
201603,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"6,372"
201603,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,213
201603,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,344
201603,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"6,842"
201603,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,"3,805"
201603,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"4,388"
201603,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"9,378"
201603,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"20,876"
201603,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"19,711"
201603,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"25,660"
201603,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"8,581"
201603,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,914
201603,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"17,521"
201603,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"186,464"
201603,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"194,636"
201603,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"4,189"
201603,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"4,693"
201603,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"12,313"
201603,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"10,898"
201604,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"6,054"
201604,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"6,301"
201604,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"10,116"
201604,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"9,483"
201604,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"28,811"
201604,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"28,958"
201604,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"9,427"
201604,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"8,485"
201604,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"13,146"
201604,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"13,697"
201604,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"2,975"
201604,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,138
201604,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"1,839"
201604,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"9,227"
201604,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"7,576"
201604,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"55,729"
201604,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"54,045"
201604,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"6,025"
201604,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"5,149"
201604,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"7,043"
201604,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,185"
201604,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"66,589"
201604,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"66,900"
201604,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"108,977"
201604,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"108,063"
201604,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"8,236"
201604,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"6,095"
201604,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"19,022"
201604,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"18,295"
201604,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"3,836"
201604,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"3,571"
201604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"20,436"
201604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"17,168"
201604,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"9,780"
201604,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,254"
201604,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"5,936"
201604,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"4,795"
201604,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,593"
201604,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"5,370"
201604,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"16,658"
201604,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"17,244"
201604,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"10,319"
201604,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"9,070"
201604,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"151,892"
201604,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"154,775"
201604,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,32
201604,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"18,454"
201604,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"15,746"
201604,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"13,925"
201604,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"10,608"
201604,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"7,524"
201604,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"4,938"
201604,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"28,928"
201604,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"29,434"
201604,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"16,648"
201604,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"15,864"
201604,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,986"
201604,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"5,602"
201604,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"64,861"
201604,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"64,507"
201604,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"11,301"
201604,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"10,487"
201604,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"9,224"
201604,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"7,958"
201604,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"20,714"
201604,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"20,762"
201604,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"11,016"
201604,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"9,616"
201604,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"7,623"
201604,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"5,668"
201604,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"6,190"
201604,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"6,297"
201604,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"13,249"
201604,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"12,203"
201604,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"1,130"
201604,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"1,174"
201604,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,410
201604,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,395
201604,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"154,245"
201604,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"154,002"
201604,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,323"
201604,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"6,968"
201604,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"7,900"
201604,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"143,074"
201604,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"140,655"
201604,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,17
201604,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"5,051"
201604,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"5,041"
201604,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
201604,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,146
201604,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"6,103"
201604,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"5,598"
201604,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"5,140"
201604,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"4,340"
201604,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"8,531"
201604,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"8,018"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"21,265"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"25,362"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"241,627"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"253,489"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,84
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"338,822"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"320,027"
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,60
201604,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"74,255"
201604,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"65,019"
201604,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"6,555"
201604,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"5,434"
201604,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,127
201604,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,310
201604,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"8,012"
201604,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,"2,014"
201604,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"6,847"
201604,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"12,751"
201604,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"26,155"
201604,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"27,206"
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"25,892"
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"8,332"
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,2
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,"1,267"
201604,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"15,697"
201604,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"198,406"
201604,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"199,539"
201604,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"5,537"
201604,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"5,307"
201604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"10,999"
201604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"11,793"
201605,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"6,144"
201605,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"7,249"
201605,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"10,808"
201605,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"10,582"
201605,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,"2,159"
201605,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,"2,041"
201605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"40,047"
201605,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"42,727"
201605,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"9,837"
201605,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"9,136"
201605,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"16,348"
201605,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"17,944"
201605,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"3,027"
201605,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,161
201605,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"2,021"
201605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"9,386"
201605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"8,126"
201605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"58,688"
201605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"59,242"
201605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"4,713"
201605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"4,952"
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"7,337"
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,905"
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"79,807"
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"77,439"
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"116,370"
201605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"116,461"
201605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"8,440"
201605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"7,641"
201605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"20,178"
201605,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"20,100"
201605,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"4,078"
201605,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"4,216"
201605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"21,721"
201605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"20,544"
201605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"9,953"
201605,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"10,374"
201605,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"6,429"
201605,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"5,782"
201605,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,686"
201605,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"6,084"
201605,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"8,784"
201605,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"9,087"
201605,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"11,119"
201605,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"9,761"
201605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"169,093"
201605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"167,546"
201605,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"18,304"
